hospital_id,hospital_name,hospital_type,ownership_type,city,state,bed_capacity,accreditation_status,established_year
HOS0141,Virginia Beach Regional Hospital,Teaching Hospital,Private,Virginia Beach,VA,200.0,,2009
HOS0211,Portland University Hospital #211,  general hospital,,Portland,OR,1000.0,JCI Accredited,1931
HOS0245,Spokane Community Health Center #245,General Hospital,  Non-Profit,SPOKANE,WA,200.0,  nabh accredited,1947
HOS0005,Baton Rouge Regional Hospital,Specialty Clinic,  University-Affiliated,Baton Rouge   ,LA,300.0,,2001
HOS0228,New York General Hospital,Children's Hospital,Private,New York,NY,250.0,Not Accredited,2013
HOS0078,Portland University Hospital #078,Children's Hospital,University-Affiliated,Portland,OR   ,100.0,CMS Certified,1977
HOS0255,Raleigh General Hospital,  TEACHING HOSPITAL,Government,Raleigh,  NC,100.0,Not Accredited,1977
HOS0242,Nashville General Hospital,  CHILDREN'S HOSPITAL,Private,NASHVILLE,TN,,,2003
HOS0063,Houston General Hospital,Community Hospital,Private,  HOUSTON,  TX,200.0,  JCI Accredited,2010
HOS0239,Saint Paul Community Health Center,Teaching Hospital,,Saint Paul,MN,300.0,Not Accredited,2006
HOS0250,Providence Community Health Center #250,Specialty Clinic,University-Affiliated,Providence,RI,750.0,Not Accredited,2015
HOS0039,Cincinnati General Hospital #039,Specialty Clinic,University-Affiliated,Cincinnati,OH,75.0,,1994
HOS0264,San Jose Medical Center #264,Children's Hospital,Private,San Jose,CA,100.0,Not Accredited,1974
HOS0156,  San Francisco General Hospital #156  ,  Teaching Hospital  ,UNIVERSITY-AFFILIATED,SAN FRANCISCO   ,Ca,,CMS Certified,1989
HOS0291,Kansas City Community Health Center #291,Teaching Hospital,Government,Kansas  City,mo,500.0,Not Accredited,1958
HOS0145,  Provo Memorial Hospital #145,Children's Hospital,  Non-Profit  ,Provo,UT,300.0,CMS Certified,1980
HOS0029,Milwaukee University Hospital #029   ,community hospital,University-Affiliated,Milwaukee,WI,50.0,JCI Accredited,1927
HOS0298,Cincinnati University Hospital,Children's Hospital   ,government,Cincinnati,  OH,75.0,NABH Accredited,1958
HOS0148,New York Memorial Hospital,  General Hospital,Non-Profit,New York,  NY,200.0,CMS Certified,1939
HOS0003,NASHVILLE MEMORIAL HOSPITAL,Community Hospital,  Non-Profit,Nashville,TN,100.0,Not Accredited,1965
HOS0190,St. Louis Medical Center #190,Teaching Hospital,Private,St. Louis,MO,,Not Accredited,1942
HOS0037,Provo Medical Center,Teaching Hospital,,Provo   ,Ut,50.0,  CMS Certified,1984
HOS0030,Raleigh University Hospital #030,Teaching Hospital,  Government,Raleigh,NC,150.0,,1944
HOS0153,Columbia Medical Center,Specialty Clinic,Non-Profit,Columbia,  SC  ,75.0,CMS Certified,1932
HOS0210,Phoenix Memorial Hospital #210,Teaching Hospital,NON-PROFIT   ,PHOENIX,AZ,50.0,NABH Accredited,1938
HOS0006,Albuquerque Regional Hospital,Teaching Hospital,Government,albuquerque,NM,150.0,,1960
HOS0038,  Kansas City Health System #038,General Hospital,,kansas city,MO,100.0,  JCI Accredited,1996
HOS0026,Providence General Hospital,children's hospital   ,Private,Providence,RI,200.0,CMS Certified,1947
HOS0033,Honolulu Medical Center,General Hospital,Private,Honolulu,HI,100.0,CMS Certified,1982
HOS0282,Kansas City Health System #282,General Hospital,Private,Kansas City,MO,750.0,  CMS Certified,1924
HOS0234,  Cleveland Clinic #234,Community Hospital,Government   ,Cleveland,OH,50.0,Not Accredited,1956
HOS0116,miami  memorial  hospital,SPECIALTY CLINIC   ,University-Affiliated,Miami,Fl,75.0,JCI Accredited,1993
HOS0157,Portland Medical Center,Children's Hospital,Government,Portland,OR,150.0,Not Accredited,1949
HOS0257,St. Louis Medical Center #257,Community Hospital,Government,St. Louis,Mo,300.0,,1950
HOS0106,CHARLESTON COMMUNITY HEALTH CENTER #106,Teaching Hospital,,Charleston,SC,500.0,JCI Accredited,1986
HOS0217,Montgomery Memorial Hospital,Children's Hospital,University-Affiliated,Montgomery,AL,500.0,Not Accredited,1925
HOS0103,Provo Memorial Hospital #103,teaching hospital,  Private,Provo,UT,75.0,Not Accredited,1977
HOS0177,  Omaha Memorial Hospital,Children's Hospital   ,Government   ,Omaha   ,NE,400.0,Not Accredited,2006
HOS0043,  Columbia General Hospital  ,General Hospital,Private,Columbia,SC,,  Not Accredited,1936
HOS0220,Tulsa Medical Center #220,Community Hospital,University-Affiliated,Tulsa,OK,100.0,NABH Accredited,1968
HOS0287,Chicago Memorial Hospital   ,Specialty Clinic,,Chicago   ,IL,50.0,NABH Accredited,1983
HOS0214,Virginia Beach Health System #214,Specialty Clinic,  Government,Virginia Beach,VA,1000.0,JCI Accredited,1954
HOS0144,Tucson Regional Hospital #144,  General Hospital,University-Affiliated,Tucson,  AZ,75.0,NABH Accredited,1983
HOS0042,Buffalo Memorial Hospital   ,Community Hospital,Non-Profit,Buffalo,NY,75.0,JCI Accredited,1978
HOS0011,Boston Medical Center,General Hospital,  Private  ,BOSTON,MA,1000.0,  NABH Accredited  ,2007
HOS0180,New York Regional Hospital,General Hospital   ,University-Affiliated,New York,NY,200.0,CMS Certified,1934
HOS0008,Virginia Beach Clinic #008,Community Hospital,University-Affiliated,Virginia Beach,VA,100.0,Not Accredited,1937
HOS0209,Omaha Medical Center,Children's Hospital,Non-Profit,Omaha,NE,50.0,NABH Accredited,1954
HOS0149,Richmond Clinic #149   ,  Children's Hospital,University-Affiliated,Richmond,  VA  ,250.0,Not Accredited   ,1990
HOS0075,birmingham regional hospital,Specialty Clinic,  Government  ,Birmingham,AL,75.0,,1948
HOS0130,Oklahoma City Memorial Hospital,Community Hospital,Non-Profit,Oklahoma City,OK,500.0,CMS Certified,1976
HOS0281,Provo University Hospital,Teaching Hospital,Government,Provo,UT,75.0,CMS Certified,1966
HOS0267,Albuquerque Clinic,General Hospital,University-Affiliated,Albuquerque,NM,250.0,Not Accredited,2015
HOS0066,Minneapolis Memorial Hospital,CHILDREN'S HOSPITAL,Non-Profit,Minneapolis,MN   ,1000.0,CMS Certified,1961
HOS0279,Austin Memorial Hospital #279,Teaching Hospital,University-Affiliated,Austin,TX,750.0,CMS Certified,1941
HOS0036,Cleveland Clinic #036,Specialty Clinic,PRIVATE,Cleveland,OH   ,200.0,nabh accredited,1927
HOS0160,Detroit Memorial Hospital,Teaching Hospital,Non-Profit,Detroit,MI,300.0,NABH Accredited,1951
HOS0110,Kansas City Community Health Center #110,Community Hospital,Non-Profit,kansas city,MO,300.0,Not Accredited,1965
HOS0121,Nashville Regional Hospital,Children's Hospital,University-Affiliated,  Nashville,TN,400.0,CMS Certified,1958
HOS0171,  Pittsburgh General Hospital #171  ,General Hospital,Non-Profit,Pittsburgh,PA,400.0,,1994
HOS0173,Orlando University Hospital #173,  Specialty Clinic,Private,Orlando,FL,100.0,not accredited,1987
HOS0254,Kansas City Medical Center,Community Hospital,Non-Profit,Kansas City,  MO  ,,JCI Accredited,2011
HOS0216,  BOISE MEMORIAL HOSPITAL,Specialty Clinic   ,,Boise,id,250.0,CMS Certified,1934
HOS0193,Boulder University Hospital,Children's Hospital,Government,Boulder,CO,75.0,CMS Certified,1977
HOS0236,New Orleans Regional Hospital #236,teaching hospital,University-Affiliated,New Orleans,LA,500.0,nabh accredited,1927
HOS0227,  Indianapolis Memorial Hospital  ,Teaching Hospital,Private,Indianapolis,in   ,250.0,,1929
HOS0286,  Cincinnati Health System  ,Children's Hospital,  Non-Profit,Cincinnati,OH,300.0,  Not Accredited,2003
HOS0233,Baton Rouge Memorial Hospital,Teaching Hospital,Government,baton rouge,LA,250.0,JCI Accredited,1959
HOS0080,Jersey City Regional Hospital,Teaching Hospital,University-Affiliated,Jersey City,NJ,75.0,,1950
HOS0231,Madison Clinic,COMMUNITY HOSPITAL,University-Affiliated,Madison,WI,1000.0,Not Accredited   ,2000
HOS0192,boston community health center,GENERAL HOSPITAL,Private,Boston,MA,200.0,JCI Accredited,1936
HOS0136,Eugene  Community  Health  Center,General Hospital,PRIVATE,Eugene,OR,250.0,,2008
HOS0019,Charleston Community Health Center #019,Teaching Hospital,Private,Charleston,SC,50.0,NABH Accredited,1992
HOS0120,Jacksonville  Memorial  Hospital  #120,General Hospital,Private,Jacksonville,FL,75.0,CMS Certified,1997
HOS0105,Portland Community Health Center,SPECIALTY CLINIC,University-Affiliated,Portland,OR,150.0,Not Accredited,1953
HOS0139,Cleveland Medical Center,Children's Hospital,  university-affiliated,Cleveland,OH,300.0,JCI Accredited,1944
HOS0170,Columbus Regional Hospital   ,Children's Hospital,Non-Profit,  Columbus,  OH,1000.0,Nabh Accredited,2000
HOS0142,Columbus Clinic #142,  general hospital,Government,Columbus,OH,1000.0,NABH Accredited,2010
HOS0016,Phoenix Memorial Hospital #016,Children's Hospital,Private,Phoenix,AZ   ,500.0,JCI  ACCREDITED,2000
HOS0128,Jackson Health System #128,Teaching Hospital,,Jackson,MS,75.0,,1941
HOS0087,Tucson University Hospital,Community Hospital,Government,Tucson,AZ,300.0,Not Accredited,2005
