date_id,full_date,day,month,month_name,quarter,year,day_of_week,is_weekend,fiscal_year
20210217,2021-02-17,17.0,2,February,Q1,2021,Wednesday,,FY2021
20230119,2023-01-19,19.0,1,  JANUARY,Q1,2023,Thursday,False,FY2023
20221023,2022-10-23,23.0,10,  OCTOBER,Q4,2022,Sunday,True,FY2023
20231013,2023-10-13,13.0,10,October,Q4,2023,Friday,False,FY2024
20220519,2022-05-19,19.0,5,  may,Q2,2022,Thursday,False,FY2023
20221006,2022-10-06,6.0,10,October   ,Q4,2022,Thursday,False,FY2023
20211106,2021-11-06,6.0,11,November,Q4,2021,Saturday,True,FY2022   
20240713,2024-07-13,13.0,7,July,Q3   ,2024,Saturday,True,FY2025
20211030,2021-10-30,30.0,10,October,Q4,2021,Saturday,True,FY2022
20210701,2021-07-01,1.0,7,July,Q3,2021,thursday,False,FY2022
20210929,2021-09-29,29.0,9,September,Q3,2021,  Wednesday,False,FY2022
20240614,2024-06-14,14.0,6,June,Q2,2024,Friday,False,FY2025
20230509,2023-05-09,9.0,5,MAY,Q2,2023,  Tuesday  ,False,FY2024
20230818,2023-08-18,18.0,8,August,Q3,2023,  Friday  ,False,FY2024
20240331,2024-03-31,31.0,3,March,Q1,2024,Sunday,True,FY2024
20231205,2023-12-05,5.0,12,December,  Q4,2023,Tuesday,False,FY2024
20220122,2022-01-22,22.0,1,January,Q1,2022,  saturday,True,FY2022
20240130,2024-01-30,30.0,1,January,Q1,2024,Tuesday,False,fy2024
20220905,2022-09-05,5.0,9,September,Q3,2022,Monday,,FY2023
20231025,2023-10-25,25.0,10,October,Q4,2023,Wednesday,False,fy2024
20230703,2023-07-03,3.0,7,july,Q3,2023,Monday,False,FY2024
20240630,2024-06-30,30.0,6,JUNE,Q2,2024,Sunday,True,FY2025
20241108,2024-11-08,8.0,11,November,Q4,2024,Friday,,FY2025
20230415,2023-04-15,15.0,4,April,Q2,2023,Saturday,True,FY2024
20240412,2024-04-12,12.0,4,  April  ,  Q2  ,2024,Friday,False,FY2025
20220820,2022-08-20,20.0,8,August,Q3,2022,Saturday,True,Fy2023
20241123,2024-11-23,23.0,11,November,Q4,2024,Saturday,True,FY2025
20240711,2024-07-11,11.0,7,July,Q3,2024,Thursday,,FY2025
20240414,2024-04-14,14.0,4,April,Q2,2024,Sunday,,FY2025
20211215,2021-12-15,15.0,12,December,Q4,2021,Wednesday,False,FY2022
20210714,2021-07-14,14.0,7,July   ,  q3  ,2021,Wednesday,False,FY2022
20231004,2023-10-04,4.0,10,October,  Q4,2023,Wednesday,False,Fy2024
20240331,2024-03-31,31.0,3,March,Q1,2024,Sunday,True,FY2024
20210413,2021-04-13,13.0,4,April,Q2,2021,Tuesday,False,FY2022
20230614,2023-06-14,14.0,6,June,Q2,2023,Wednesday,False,FY2024
20220612,2022-06-12,12.0,6,June,Q2,2022,sunday,,FY2023
20221228,2022-12-28,28.0,12,December,Q4,2022,Wednesday,False,FY2023
20241026,2024-10-26,26.0,10,  October,q4,2024,Saturday,True,Fy2025
20241002,2024-10-02,2.0,10,October,Q4,2024,Wednesday,False,FY2025
20230802,2023-08-02,2.0,8,August,Q3,2023,  Wednesday  ,False,FY2024
20240108,2024-01-08,,1,JANUARY,Q1,2024,Monday,False,FY2024
20240410,2024-04-10,,4,APRIL,Q2,2024,Wednesday   ,False,Fy2025
20240404,2024-04-04,4.0,4,April,Q2,2024,Thursday,,FY2025
20240927,2024-09-27,27.0,9,September,Q3,2024,friday   ,False,  FY2025
20210812,2021-08-12,12.0,8,August,Q3,2021,Thursday,,FY2022
20220301,2022-03-01,1.0,3,March,Q1,2022,Tuesday,False,FY2022
20211111,2021-11-11,11.0,11,November,Q4,2021,Thursday,False,FY2022
20240803,2024-08-03,3.0,8,August,Q3,2024,Saturday,True,FY2025
20221209,2022-12-09,9.0,12,December,Q4,2022,  friday  ,False,FY2023
20220118,2022-01-18,18.0,1,January,Q1,2022,Tuesday,False,FY2022
20210226,2021-02-26,26.0,2,February,q1,2021,Friday,,FY2021
20220211,2022-02-11,11.0,2,February,Q1,2022,Friday,False,FY2022
20220622,2022-06-22,,6,June,Q2,2022,  Wednesday,False,FY2023
20240121,2024-01-21,21.0,1,  January,Q1,2024,Sunday,True,FY2024
20240319,2024-03-19,19.0,3,March,Q1,2024,Tuesday   ,False,FY2024
20220816,2022-08-16,16.0,8,August,Q3,2022,Tuesday,False,FY2023
20240623,2024-06-23,23.0,6,June,Q2,2024,Sunday,True,FY2025
20210916,2021-09-16,16.0,9,September,Q3,2021,Thursday,False,FY2022
20241007,2024-10-07,7.0,10,october,Q4   ,2024,Monday   ,False,FY2025
20220613,2022-06-13,13.0,6,June,Q2,2022,Monday,False,FY2023
20230715,2023-07-15,15.0,7,July   ,Q3,2023,Saturday,True,FY2024
20231123,2023-11-23,23.0,11,  November,Q4,2023,THURSDAY,False,FY2024
20210419,2021-04-19,19.0,4,April,Q2,2021,Monday,False,FY2022
20230128,2023-01-28,28.0,1,January,Q1,2023,  Saturday,True,FY2023
20241120,2024-11-20,20.0,11,November,Q4,2024,Wednesday   ,False,FY2025
20230505,2023-05-05,5.0,5,May,q2,2023,Friday,False,FY2024
20240728,2024-07-28,28.0,7,July,Q3,2024,sunday,True,FY2025
20220307,2022-03-07,7.0,3,March,Q1,2022,MONDAY,False,FY2022
20240202,2024-02-02,2.0,2,February,Q1,2024,Friday,False,FY2024
20220308,2022-03-08,8.0,3,  March  ,Q1,2022,Tuesday,False,FY2022
20221104,2022-11-04,4.0,11,  November,Q4,2022,Friday,False,FY2023
20240111,2024-01-11,11.0,1,January,Q1,2024,Thursday,False,FY2024
20240222,2024-02-22,22.0,2,February,Q1,2024,Thursday,False,FY2024
20221013,2022-10-13,,10,october,Q4,2022,Thursday,False,FY2023
20231012,2023-10-12,12.0,10,October,Q4   ,2023,Thursday,False,FY2024
20220104,2022-01-04,4.0,1,January,Q1,2022,Tuesday,False,FY2022
20240325,2024-03-25,25.0,3,March,Q1,2024,  Monday,,FY2024   
20230406,2023-04-06,6.0,4,April,Q2,2023,Thursday,False,FY2024
20221018,2022-10-18,18.0,10,October,Q4,2022,Tuesday,False,FY2023
20221007,2022-10-07,7.0,10,October,Q4,2022,Friday,False,FY2023
20230512,2023-05-12,12.0,5,may,Q2,2023,Friday,False,FY2024
20220918,2022-09-18,18.0,9,September,Q3,2022,Sunday,True,FY2023
20240621,2024-06-21,21.0,6,June,Q2,2024,Friday,False,FY2025
20210525,2021-05-25,25.0,5,May,Q2,2021,Tuesday,False,FY2022
20220823,2022-08-23,23.0,8,August,Q3,2022,TUESDAY,False,FY2023
20230314,2023-03-14,14.0,3,March,Q1,2023,TUESDAY,False,FY2023
20230622,2023-06-22,22.0,6,June,Q2,2023,Thursday,False,FY2024
20230717,2023-07-17,17.0,7,July,Q3,2023,Monday,False,  FY2024
20230503,2023-05-03,3.0,5,May,Q2,2023,Wednesday,,FY2024   
20220708,2022-07-08,8.0,7,July,Q3,2022,Friday,False,FY2023   
20220906,2022-09-06,6.0,9,September,Q3,2022,  Tuesday,False,FY2023
20241109,2024-11-09,9.0,11,November,Q4,2024,Saturday,True,FY2025
20230107,2023-01-07,7.0,1,January,Q1,2023,Saturday,True,fy2023
20210422,2021-04-22,22.0,4,april,Q2,2021,Thursday,False,FY2022
20210712,2021-07-12,12.0,7,July,Q3,2021,monday,False,FY2022
20220121,2022-01-21,21.0,1,January,q1,2022,Friday,False,fy2022   
20241030,2024-10-30,30.0,10,October,  Q4,2024,Wednesday,False,FY2025
20240910,2024-09-10,10.0,9,September,q3,2024,Tuesday,False,FY2025
20220219,2022-02-19,19.0,2,february,Q1,2022,SATURDAY,True,FY2022
20210611,2021-06-11,11.0,6,June,  Q2,2021,Friday,False,fy2022
20240526,2024-05-26,26.0,5,May,Q2,2024,Sunday,True,FY2025
20220907,2022-09-07,7.0,9,September,Q3,2022,Wednesday,False,FY2023
20230325,2023-03-25,25.0,3,March,Q1,2023,Saturday,True,FY2023
20210317,2021-03-17,17.0,3,March,Q1,2021,Wednesday,,FY2021
20221125,2022-11-25,,11,November,Q4,2022,Friday,False,FY2023
20240620,2024-06-20,20.0,6,June,Q2,2024,Thursday,False,FY2025
20230402,2023-04-02,2.0,4,April,Q2,2023,SUNDAY,True,FY2024
20231023,2023-10-23,23.0,10,  October,Q4,2023,Monday,False,FY2024
20220205,2022-02-05,5.0,2,February,Q1,2022,Saturday,True,FY2022
20210404,2021-04-04,4.0,4,April,Q2,2021,  Sunday  ,True,FY2022
20220526,2022-05-26,26.0,5,MAY,Q2,2022,Thursday,False,fy2023
20220102,2022-01-02,2.0,1,January,Q1,2022,Sunday,True,FY2022
20240805,2024-08-05,,8,August,Q3,2024,Monday,False,FY2025
20211228,2021-12-28,28.0,12,December,Q4,2021,TUESDAY,False,FY2022
20220919,2022-09-19,19.0,9,September,Q3,2022,Monday,False,fy2023
20211118,2021-11-18,18.0,11,November,Q4,2021,Thursday,False,FY2022
20220809,2022-08-09,9.0,8,AUGUST,Q3,2022,Tuesday,False,FY2023
20230925,2023-09-25,25.0,9,September,Q3,2023,Monday,,FY2024
20221110,2022-11-10,10.0,11,November,Q4,2022,Thursday,False,FY2023
20210207,2021-02-07,7.0,2,February,Q1,2021,Sunday   ,True,FY2021
20230209,2023-02-09,9.0,2,February,Q1,2023,Thursday,False,FY2023
20230918,2023-09-18,18.0,9,September,Q3,2023,monday,False,FY2024
20230924,2023-09-24,24.0,9,September,Q3,2023,Sunday,True,FY2024
20211101,2021-11-01,1.0,11,November,Q4,2021,Monday,,FY2022
20221210,2022-12-10,10.0,12,December   ,Q4,2022,Saturday,True,FY2023
20220601,2022-06-01,1.0,6,June,Q2,2022,Wednesday,False,FY2023
20211007,2021-10-07,7.0,10,October,Q4,2021,Thursday,False,FY2022
20220619,2022-06-19,,6,JUNE,Q2,2022,Sunday,,FY2023
20230302,2023-03-02,2.0,3,March,Q1,2023,Thursday,False,FY2023
20220226,2022-02-26,26.0,2,February,Q1,2022,Saturday,True,FY2022
20230914,2023-09-14,14.0,9,september,Q3,2023,Thursday,False,FY2024
20210109,2021-01-09,9.0,1,JANUARY,Q1,2021,Saturday,True,FY2021
20210826,2021-08-26,26.0,8,August,Q3,2021,Thursday,False,FY2022
20230904,2023-09-04,4.0,9,September,Q3,2023,Monday,False,FY2024
20220426,2022-04-26,26.0,4,April,Q2,2022,Tuesday,False,FY2023
20230601,2023-06-01,1.0,6,june,Q2,2023,Thursday,False,FY2024
20240326,2024-03-26,26.0,3,March,Q1   ,2024,TUESDAY,,FY2024
20230521,2023-05-21,21.0,5,May,Q2,2023,Sunday,True,FY2024
20221006,2022-10-06,6.0,10,October   ,Q4,2022,Thursday,False,FY2023
20230214,2023-02-14,14.0,2,February,  Q1,2023,Tuesday,False,FY2023   
20240118,2024-01-18,18.0,1,January,Q1,2024,Thursday,False,FY2024
20230920,2023-09-20,20.0,9,September,Q3,2023,  wednesday,False,FY2024
20210706,2021-07-06,6.0,7,July,Q3,2021,Tuesday,False,FY2022
20210302,2021-03-02,2.0,3,March,Q1,2021,  TUESDAY  ,False,FY2021
20240619,2024-06-19,19.0,6,  JUNE  ,Q2,2024,Wednesday,False,FY2025
20221115,2022-11-15,15.0,11,NOVEMBER,Q4,2022,Tuesday,False,FY2023
20240827,2024-08-27,27.0,8,August,Q3,2024,Tuesday,False,FY2025
20240327,2024-03-27,27.0,3,March,Q1,2024,Wednesday,False,FY2024
20230702,2023-07-02,2.0,7,July,Q3,2023,Sunday,True,FY2024
20240613,2024-06-13,13.0,6,June,Q2,2024,THURSDAY,,FY2025
20221101,2022-11-01,1.0,11,November,Q4,2022,TUESDAY,False,FY2023
20220822,2022-08-22,22.0,8,August,Q3,2022,Monday,False,FY2023
20241216,2024-12-16,16.0,12,December,Q4,2024,MONDAY   ,,FY2025
20241227,2024-12-27,27.0,12,December,Q4,2024,Friday,False,FY2025
20230306,2023-03-06,6.0,3,March,Q1,2023,Monday,False,FY2023
20210507,2021-05-07,7.0,5,May,Q2,2021,Friday,False,FY2022
20220513,2022-05-13,13.0,5,May,Q2,2022,Friday,False,FY2023
20231105,2023-11-05,5.0,11,November   ,Q4,2023,Sunday,True,FY2024
20230226,2023-02-26,,2,February,Q1,2023,Sunday,True,FY2023
20210409,2021-04-09,9.0,4,April,Q2,2021,Friday,False,FY2022
20240923,2024-09-23,,9,  September  ,Q3,2024,Monday,False,FY2025
20240704,2024-07-04,4.0,7,JULY,Q3,2024,thursday,False,FY2025
20220730,2022-07-30,30.0,7,July,Q3,2022,Saturday,True,FY2023
20240926,2024-09-26,26.0,9,SEPTEMBER,Q3,2024,Thursday,False,FY2025
20241029,2024-10-29,29.0,10,october,Q4,2024,Tuesday,False,FY2025
20210608,2021-06-08,8.0,6,June,Q2,2021,Tuesday,False,  FY2022  
20230320,2023-03-20,20.0,3,March,Q1,2023,MONDAY,False,fy2023
20230910,2023-09-10,10.0,9,September,Q3,2023,Sunday,True,FY2024
20240716,2024-07-16,16.0,7,July,Q3,2024,Tuesday,False,FY2025
20230528,2023-05-28,28.0,5,May,Q2,2023,sunday,True,FY2024
20221006,2022-10-06,6.0,10,October   ,Q4,2022,Thursday,False,FY2023
20241215,2024-12-15,15.0,12,December,Q4,2024,Sunday,True,FY2025
20230327,2023-03-27,27.0,3,March,Q1,2023,Monday,False,FY2023
20230922,2023-09-22,22.0,9,September,Q3,2023,Friday,,FY2024
20220101,2022-01-01,1.0,1,January,Q1,2022,Saturday,True,FY2022
20230827,2023-08-27,27.0,8,August,  Q3,2023,Sunday,True,FY2024
20241027,2024-10-27,,10,  October,Q4,2024,Sunday,True,FY2025
20210627,2021-06-27,27.0,6,June,Q2,2021,Sunday,True,FY2022
20240606,2024-06-06,6.0,6,June,Q2,2024,  Thursday,False,FY2025
20220103,2022-01-03,3.0,1,January,Q1,2022,Monday,False,FY2022
20240220,2024-02-20,20.0,2,February,Q1,2024,Tuesday,False,FY2024
20210722,2021-07-22,22.0,7,July,Q3,2021,Thursday,,FY2022
20210324,2021-03-24,24.0,3,March,Q1,2021,Wednesday,False,FY2021
20220312,2022-03-12,12.0,3,March,Q1,2022,Saturday,True,FY2022
20220929,2022-09-29,29.0,9,September,Q3,2022,Thursday,False,FY2023
20240905,2024-09-05,5.0,9,september,Q3,2024,  Thursday  ,False,FY2025
20220111,2022-01-11,11.0,1,January,Q1,2022,Tuesday,False,FY2022
20221106,2022-11-06,6.0,11,November,Q4,2022,sunday,True,FY2023
20220811,2022-08-11,11.0,8,August,Q3,2022,  Thursday,False,FY2023
20210410,2021-04-10,10.0,4,April,Q2,2021,  Saturday,True,FY2022
20241010,2024-10-10,10.0,10,October,Q4,2024,Thursday,False,FY2025
20241231,2024-12-31,31.0,12,december,Q4,2024,Tuesday,False,FY2025
20240625,2024-06-25,25.0,6,June,Q2,2024,Tuesday,False,Fy2025   
20211003,2021-10-03,3.0,10,October,q4,2021,Sunday,True,  FY2022  
20240816,2024-08-16,16.0,8,AUGUST,Q3,2024,Friday,False,FY2025
20230502,2023-05-02,2.0,5,May,Q2,2023,Tuesday,False,FY2024
20241014,2024-10-14,14.0,10,October,Q4,2024,Monday,False,FY2025
20230523,2023-05-23,23.0,5,may,Q2,2023,Tuesday,False,fy2024   
20210830,2021-08-30,30.0,8,august,  Q3,2021,Monday,False,FY2022
20220718,2022-07-18,18.0,7,July,Q3,2022,Monday,,FY2023
20230825,2023-08-25,25.0,8,August,Q3,2023,Friday,False,FY2024
20211226,2021-12-26,26.0,12,December,Q4,2021,Sunday,True,fy2022   
20240221,2024-02-21,21.0,2,February,Q1,2024,wednesday,False,FY2024
20231223,2023-12-23,23.0,12,December,Q4,2023,SATURDAY   ,True,FY2024
20210514,2021-05-14,14.0,5,May,Q2,2021,Friday,False,FY2022
20240717,2024-07-17,17.0,7,  July  ,Q3,2024,Wednesday,False,FY2025
20230807,2023-08-07,7.0,8,  August  ,Q3,2023,monday,False,FY2024
20210816,2021-08-16,16.0,8,August,Q3,2021,Monday,False,FY2022
20210925,2021-09-25,25.0,9,September,Q3,2021,Saturday,,FY2022
20220108,2022-01-08,8.0,1,January,  Q1,2022,SATURDAY,True,FY2022
20220826,2022-08-26,26.0,8,August,Q3,2022,Friday,False,FY2023
20210402,2021-04-02,2.0,4,April,Q2,2021,Friday,False,FY2022
20220713,2022-07-13,13.0,7,July,Q3,2022,Wednesday,False,FY2023
20230427,2023-04-27,27.0,4,April,Q2,2023,Thursday,False,FY2024
20240503,2024-05-03,3.0,5,MAY,Q2,2024,Friday,False,FY2025
20230831,2023-08-31,31.0,8,  august  ,Q3,2023,Thursday,False,FY2024
20240218,2024-02-18,18.0,2,February,Q1,2024,  Sunday,True,FY2024
20230809,2023-08-09,9.0,8,August,  Q3,2023,Wednesday,False,FY2024
20220702,2022-07-02,2.0,7,July,Q3,2022,  Saturday  ,True,FY2023
20230710,2023-07-10,10.0,7,July,Q3,2023,Monday,False,FY2024
20211025,2021-10-25,25.0,10,october,Q4,2021,Monday,False,FY2022
20231207,2023-12-07,7.0,12,  December,Q4,2023,Thursday,False,FY2024
20211013,2021-10-13,,10,  October,Q4,2021,Wednesday,False,FY2022
20210223,2021-02-23,23.0,2,february,Q1,2021,Tuesday,False,FY2021
20240917,2024-09-17,17.0,9,September,Q3,2024,Tuesday,False,  FY2025  
20210112,2021-01-12,12.0,1,January,Q1,2021,Tuesday,False,FY2021
20231114,2023-11-14,14.0,11,November,Q4,2023,Tuesday,False,Fy2024
20211009,2021-10-09,9.0,10,October,Q4,2021,Saturday,True,FY2022
20211218,2021-12-18,18.0,12,December   ,Q4,2021,Saturday,,  fy2022
20230222,2023-02-22,22.0,2,February,Q1,2023,Wednesday,False,FY2023
20210804,2021-08-04,4.0,8,August,Q3,2021,Wednesday,,FY2022
20211208,2021-12-08,,12,December,  Q4,2021,Wednesday,False,FY2022
20221205,2022-12-05,5.0,12,December,Q4,2022,Monday,False,FY2023
20210418,2021-04-18,18.0,4,April,Q2,2021,Sunday,True,FY2022
20220820,2022-08-20,20.0,8,August,Q3,2022,Saturday,True,Fy2023
20210307,2021-03-07,7.0,3,March,Q1,2021,Sunday,True,  FY2021
20240519,2024-05-19,19.0,5,May,Q2,2024,Sunday,True,  FY2025  
20220319,2022-03-19,19.0,3,March,Q1,2022,Saturday,True,FY2022
20210617,2021-06-17,17.0,6,June,Q2,2021,Thursday,False,FY2022
20230208,2023-02-08,8.0,2,february,Q1,2023,Wednesday,False,FY2023
20211020,2021-10-20,20.0,10,October,Q4,2021,  Wednesday,False,  FY2022  
20220621,2022-06-21,21.0,6,June,Q2,2022,tuesday,False,FY2023
20210922,2021-09-22,22.0,9,September,Q3,2021,Wednesday,False,FY2022
20220717,2022-07-17,17.0,7,July,Q3,2022,  Sunday,,FY2023
20211226,2021-12-26,26.0,12,December,Q4,2021,Sunday,True,fy2022   
20240523,2024-05-23,23.0,5,May,Q2,2024,Thursday,False,Fy2025
20221220,2022-12-20,20.0,12,December,  Q4,2022,  Tuesday,,FY2023
20210926,2021-09-26,26.0,9,September,Q3,2021,Sunday,True,FY2022
20221213,2022-12-13,13.0,12,December,Q4,2022,Tuesday,False,FY2023
20210104,2021-01-04,4.0,1,January   ,Q1,2021,Monday,False,FY2021
20220813,2022-08-13,13.0,8,August,Q3,2022,Saturday,True,FY2023
20230121,2023-01-21,21.0,1,January,Q1,2023,  Saturday  ,True,FY2023
20240711,2024-07-11,11.0,7,July,Q3,2024,Thursday,,FY2025
20220528,2022-05-28,28.0,5,May,Q2,2022,Saturday,True,FY2023
20220728,2022-07-28,28.0,7,July,Q3,2022,Thursday,False,FY2023
20240312,2024-03-12,12.0,3,March,Q1,2024,Tuesday,False,FY2024
20210906,2021-09-06,6.0,9,September,Q3,2021,  Monday,,FY2022
20220125,2022-01-25,25.0,1,January,Q1,2022,Tuesday,False,FY2022
20240120,2024-01-20,20.0,1,  January,Q1,2024,Saturday,True,FY2024
20230130,2023-01-30,30.0,1,January,Q1,2023,Monday,False,fy2023
20211009,2021-10-09,9.0,10,October,Q4,2021,Saturday,True,FY2022
20231001,2023-10-01,1.0,10,October,Q4,2023,Sunday,True,FY2024
20240203,2024-02-03,3.0,2,  February,Q1,2024,Saturday,True,FY2024
20240321,2024-03-21,21.0,3,March,Q1,2024,Thursday,False,FY2024
20211026,2021-10-26,26.0,10,October,Q4,2021,Tuesday   ,False,FY2022
20220630,2022-06-30,30.0,6,June,Q2,2022,Thursday   ,False,fy2023
20240124,2024-01-24,24.0,1,January,  Q1,2024,Wednesday,False,FY2024
20210804,2021-08-04,4.0,8,August,Q3,2021,Wednesday,,FY2022
20220330,2022-03-30,30.0,3,March,q1,2022,Wednesday,False,FY2022
20220311,2022-03-11,11.0,3,March,Q1,2022,Friday,False,FY2022
20240310,2024-03-10,10.0,3,March,Q1,2024,Sunday,True,FY2024
20220410,2022-04-10,10.0,4,April,Q2,2022,Sunday,True,FY2023
20241017,2024-10-17,17.0,10,OCTOBER,Q4,2024,Thursday,False,FY2025
20240115,2024-01-15,15.0,1,January,Q1,2024,Monday,False,FY2024
20211128,2021-11-28,28.0,11,November,Q4,2021,sunday,True,fy2022
20210521,2021-05-21,21.0,5,May,Q2,2021,Friday,,FY2022
20230712,2023-07-12,12.0,7,  july  ,Q3,2023,WEDNESDAY,False,FY2024
20220309,2022-03-09,9.0,3,  March,Q1,2022,Wednesday,False,FY2022
20231006,2023-10-06,6.0,10,October,Q4,2023,Friday,False,FY2024
20210402,2021-04-02,2.0,4,April,Q2,2021,Friday,False,FY2022
20231118,2023-11-18,18.0,11,November,Q4,2023,Saturday,True,FY2024
20220208,2022-02-08,8.0,2,February,Q1,2022,Tuesday,False,FY2022
20220502,2022-05-02,2.0,5,May,Q2,2022,  Monday  ,,FY2023
20210525,2021-05-25,25.0,5,May,Q2,2021,Tuesday,False,FY2022
20220812,2022-08-12,12.0,8,August,Q3,2022,Friday,False,FY2023
20220801,2022-08-01,1.0,8,August,Q3,2022,Monday   ,False,FY2023
20240602,2024-06-02,2.0,6,June,Q2,2024,Sunday,True,FY2025
20230421,2023-04-21,21.0,4,April,  Q2,2023,Friday,False,FY2024
20211122,2021-11-22,22.0,11,November,Q4   ,2021,Monday,,FY2022
20240205,2024-02-05,5.0,2,February   ,Q1,2024,Monday,False,FY2024
20240428,2024-04-28,28.0,4,April,Q2,2024,sunday,True,FY2025
20210707,2021-07-07,7.0,7,JULY   ,  Q3,2021,wednesday   ,False,FY2022
20210101,2021-01-01,1.0,1,January,Q1,2021,Friday,False,FY2021
20240511,2024-05-11,11.0,5,May,Q2,2024,SATURDAY   ,True,FY2025
20230319,2023-03-19,19.0,3,March,Q1,2023,  Sunday  ,True,FY2023   
20220616,2022-06-16,16.0,6,June,q2   ,2022,Thursday,False,FY2023
20221215,2022-12-15,15.0,12,december,Q4,2022,thursday,False,FY2023
20210426,2021-04-26,26.0,4,  APRIL  ,Q2,2021,Monday,False,FY2022
20220324,2022-03-24,24.0,3,march   ,  Q1  ,2022,Thursday,False,FY2022
20230624,2023-06-24,24.0,6,June,Q2,2023,  Saturday  ,True,FY2024   
20230615,2023-06-15,15.0,6,June,Q2,2023,Thursday,False,FY2024   
20210721,2021-07-21,21.0,7,July,Q3,2021,Wednesday,False,FY2022
20211203,2021-12-03,3.0,12,December   ,Q4,2021,Friday,False,FY2022
20210131,2021-01-31,31.0,1,January,Q1,2021,SUNDAY,True,FY2021
20241017,2024-10-17,17.0,10,OCTOBER,Q4,2024,Thursday,False,FY2025
20240322,2024-03-22,22.0,3,March,Q1,2024,Friday,False,FY2024
20231226,2023-12-26,26.0,12,December,Q4,2023,Tuesday,False,FY2024
20220606,2022-06-06,6.0,6,June,Q2,2022,Monday,,FY2023
20211209,2021-12-09,9.0,12,December,Q4,2021,Thursday,False,FY2022
20240325,2024-03-25,25.0,3,March,Q1,2024,  Monday,,FY2024   
20230510,2023-05-10,10.0,5,May,Q2,2023,Wednesday,False,Fy2024
20211021,2021-10-21,21.0,10,October,Q4,2021,Thursday,False,FY2022
20211102,2021-11-02,,11,November,Q4,2021,Tuesday,False,fy2022
20241021,2024-10-21,21.0,10,October,Q4,2024,Monday   ,False,fy2025
20210527,2021-05-27,27.0,5,MAY,Q2,2021,Thursday,False,FY2022
20211127,2021-11-27,27.0,11,November,Q4,2021,Saturday,True,FY2022
20231126,2023-11-26,26.0,11,November,Q4,2023,Sunday,True,FY2024
20240411,2024-04-11,11.0,4,  April,Q2,2024,thursday,False,FY2025
20241019,2024-10-19,19.0,10,  october  ,Q4,2024,saturday,True,FY2025
20240516,2024-05-16,16.0,5,May,Q2,2024,thursday,False,FY2025
20240323,2024-03-23,23.0,3,March,Q1,2024,Saturday,True,FY2024
20221016,2022-10-16,16.0,10,October,Q4,2022,Sunday,True,FY2023
20240601,2024-06-01,1.0,6,June,Q2,2024,Saturday,True,FY2025
20220509,2022-05-09,9.0,5,May   ,Q2,2022,Monday,False,FY2023
20230116,2023-01-16,16.0,1,January,Q1,2023,Monday,False,  FY2023
20210209,2021-02-09,9.0,2,February,Q1,2021,Tuesday,False,FY2021
20220223,2022-02-23,23.0,2,February,Q1,2022,Wednesday,False,FY2022
20211128,2021-11-28,28.0,11,November,Q4,2021,sunday,True,fy2022
20241218,2024-12-18,18.0,12,December,Q4,2024,Wednesday,False,FY2025
20210322,2021-03-22,22.0,3,March,Q1,2021,MONDAY,False,FY2021
20220924,2022-09-24,24.0,9,September,Q3,2022,  Saturday  ,True,FY2023
20240518,2024-05-18,18.0,5,May,Q2,2024,Saturday,True,FY2025
